"","X1","N_REMESSA","REGIAO","UF-MINICIPIO","AREA_ha","R$ ADICIONAL","R$ SINISTRO","R$_RISCO","N_SICOR","N_SICOR_VARIEDADE","TP_CULTURA","ZARC","CESTA_PROD","MESINI_PLANTIO","ANOINI_PLANTIO","MESFIM_PLANTIO","ANOFIM_PLANTIO","MESINI_COLHEITA","ANOINI_COLHEITA","MESFIM_COLHEITA","ANOFIM_COLHEITA","N_EVENTO","MESINI_EVENTO","ANOINI_EVENTO","MESFIM_EVENTO","ANOFIM_EVENTO","MESCOP","ANOCOP","Z","Latitude","Longitude"
"463",322,"PROAGRO_MAIS","SUL","CHIAPETTA",6.5,374.36,15875.57,18717.85,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,9,2014,12,2014,12,2014,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.848151363538013,-28.17,-52.03
"464",340,"PROAGRO_MAIS","SUL","CHIAPETTA",9.5,497.86,15257.94,24892.78,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,9,2014,12,2014,12,2014,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.61294640453979,-28.17,-52.03
"465",362,"PROAGRO_MAIS","SUL","CHIAPETTA",6,306.32,14644.11,15316.02,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",7,2014,10,2014,3,2015,4,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.956130247936474,-28.17,-52.03
"466",418,"PROAGRO_MAIS","SUL","CHIAPETTA",10,377.02,12708.74,18851.44,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",9,2014,12,2014,1,2015,0.674152213305721,-28.17,-52.03
"467",466,"PROAGRO_MAIS","SUL","CHIAPETTA",3,157.5,11404.4,7875,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,12,2014,12,2014,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,1.44817777777778,-28.17,-52.03
"468",488,"PROAGRO_MAIS","SUL","CHIAPETTA",11,392.69,10859.81,19634.86,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.553088231848865,-28.17,-52.03
"469",489,"PROAGRO_MAIS","SUL","CHIAPETTA",10,378.3,10856.78,18915.38,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",10,2014,10,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.573965735819212,-28.17,-52.03
"470",496,"PROAGRO_MAIS","SUL","CHIAPETTA",5,255.15,10668.37,12757.5,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,12,2014,12,2014,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.836242994317068,-28.17,-52.03
"471",542,"PROAGRO_MAIS","SUL","CHIAPETTA",4,229.8,9551.26,11489.8,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,12,2014,12,2014,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.831281658514509,-28.17,-52.03
"472",559,"PROAGRO_MAIS","SUL","CHIAPETTA",6,215.66,9305.73,10782.85,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.863012097914744,-28.17,-52.03
"473",564,"PROAGRO_MAIS","SUL","CHIAPETTA",5,210.81,9249.7,10540.48,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",7,2014,11,2014,3,2015,4,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.877540681259298,-28.17,-52.03
"474",586,"PROAGRO_MAIS","SUL","CHIAPETTA",6,196.13,8946.12,9806.5,"TRIGO","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Safra de Inverno (3? Safra)",6,2014,6,2014,10,2014,11,2014,"CHUVA EXCESSIVA",8,2014,10,2014,10,2014,0.91226431448529,-28.17,-52.03
"475",617,"PROAGRO_MAIS","SUL","CHIAPETTA",8.5,256.29,8573.38,12814.43,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",10,2014,10,2014,2,2015,3,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.669041073227604,-28.17,-52.03
"476",645,"PROAGRO_MAIS","SUL","CHIAPETTA",6,279.08,8150.46,13953.61,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,3,2015,4,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.584111208497299,-28.17,-52.03
"477",663,"PROAGRO_MAIS","SUL","CHIAPETTA",7,249.04,7984.26,12452.32,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",9,2014,10,2014,1,2015,0.641186541945597,-28.17,-52.03
"478",667,"PROAGRO_MAIS","SUL","CHIAPETTA",4,205.94,7938.39,10297,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,12,2014,12,2014,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.77094202194814,-28.17,-52.03
"479",672,"PROAGRO_MAIS","SUL","CHIAPETTA",5,266,7888.21,13300,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.593098496240602,-28.17,-52.03
"480",684,"PROAGRO_MAIS","SUL","CHIAPETTA",3,164.17,7700.99,8208.51,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,9,2014,3,2015,4,2015,"SECA?????????????????????????????????????????",10,2014,12,2014,12,2014,0.938171483009706,-28.17,-52.03
"481",715,"PROAGRO_MAIS","SUL","CHIAPETTA",3.3,170.55,7293.41,8527.2,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,3,2015,4,2015,"SECA?????????????????????????????????????????",10,2014,12,2014,12,2014,0.855311239328267,-28.17,-52.03
"482",739,"PROAGRO_MAIS","SUL","CHIAPETTA",3,151.92,6954.25,7596.34,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,2,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.915473767630201,-28.17,-52.03
"483",740,"PROAGRO_MAIS","SUL","CHIAPETTA",3.7,144.11,6931.14,7205.22,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2004,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",10,2014,12,2014,12,2014,0.961960911672371,-28.17,-52.03
"484",772,"PROAGRO_MAIS","SUL","CHIAPETTA",4,155.44,6608.69,7771.75,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",10,2014,12,2014,12,2014,0.850347733779393,-28.17,-52.03
"485",782,"PROAGRO_MAIS","SUL","CHIAPETTA",6,215.66,6499.01,10782.85,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,11,2014,3,2015,4,2015,"SECA?????????????????????????????????????????",10,2014,12,2014,12,2014,0.602717277899628,-28.17,-52.03
"486",839,"PROAGRO_MAIS","SUL","CHIAPETTA",4,204.51,5892.62,10225.6,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,12,2014,12,2014,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.576261539665154,-28.17,-52.03
"487",841,"PROAGRO_MAIS","SUL","CHIAPETTA",8,287.54,5873.94,14377.14,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",10,2014,12,2014,12,2014,0.408561090731536,-28.17,-52.03
"488",869,"PROAGRO_MAIS","SUL","CHIAPETTA",7,249.89,5599.52,12494.86,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,11,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",10,2014,12,2014,12,2014,0.448145877584863,-28.17,-52.03
"489",911,"PROAGRO_MAIS","SUL","CHIAPETTA",4,198.55,5238.87,9927.4,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",10,2014,10,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.52771823438161,-28.17,-52.03
"490",974,"PROAGRO_MAIS","SUL","CHIAPETTA",10,387.6,4706.72,19380,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,10,2014,4,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.242864809081527,-28.17,-52.03
"491",1425,"PROAGRO_MAIS","SUL","CHIAPETTA",2,71.88,1950.32,3594.28,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,2,2015,2,2015,"SECA?????????????????????????????????????????",10,2014,12,2014,1,2015,0.542617714813537,-28.17,-52.03
"492",1471,"PROAGRO_MAIS","SUL","CHIAPETTA",7,249.9,1606.08,12494.91,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.128538740975325,-28.17,-52.03
"493",1556,"PROAGRO_MAIS","SUL","CHIAPETTA",3,91.8,579.47,4590,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.126246187363834,-28.17,-52.03
"494",1691,"PROAGRO_MAIS","SUL","CHIAPETTA",15,570,125,28500,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.0043859649122807,-28.17,-52.03
"495",1692,"PROAGRO_MAIS","SUL","CHIAPETTA",4,136.35,125,6817.27,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,2,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.0183357854390394,-28.17,-52.03
"496",1613,"PROAGRO_MAIS","SUL","CHUVISCA",5,138.91,348.36,6945.11,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",1,2015,1,2015,6,2015,6,2015,"SECA?????????????????????????????????????????",2,2015,4,2015,4,2015,0.0501590327583004,-30.75,-51.97
"497",44,"PROAGRO_MAIS","SUL","CIRIACO",30,863.46,40708.52,43173.1,"TRIGO","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Safra de Inverno (3? Safra)",7,2014,7,2014,11,2014,11,2014,"CHUVA EXCESSIVA",10,2014,10,2014,11,2014,0.942913990424593,-28.34,-51.87
"498",248,"PROAGRO_MAIS","SUL","CIRIACO",10.5,394.48,18986.16,19723.89,"TRIGO","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Safra de Inverno (3? Safra)",7,2014,7,2014,11,2014,11,2014,"CHUVA EXCESSIVA",9,2014,10,2014,11,2014,0.962597134743704,-28.34,-51.87
"499",187,"PROAGRO_MAIS","SUL","COLORADO",14,782.64,21987.14,39132,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,9,2014,1,2015,6,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.56187110293366,-28.52,-52.99
"500",397,"PROAGRO_MAIS","SUL","COLORADO",10,491.8,13142.4,24589.9,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,2,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,2,2015,0.534463336573146,-28.52,-52.99
"501",480,"PROAGRO_MAIS","SUL","COLORADO",28,1225.28,11012.06,61264,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.179747649516845,-28.52,-52.99
"502",591,"PROAGRO_MAIS","SUL","COLORADO",5,323.91,8925.31,16195.43,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,2,2015,3,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,2,2015,0.551100526506552,-28.52,-52.99
"503",611,"PROAGRO_MAIS","SUL","COLORADO",26,1036.74,8666.07,51837,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.167179234909428,-28.52,-52.99
"504",768,"PROAGRO_MAIS","SUL","COLORADO",6,204,6653.59,10200,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,3,2015,3,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.652312745098039,-28.52,-52.99
"505",964,"PROAGRO_MAIS","SUL","COLORADO",4,113.49,4769.76,5674.64,"TRIGO","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Safra de Inverno (3? Safra)",6,2014,6,2014,7,2014,12,2014,"CHUVA EXCESSIVA",9,2014,10,2014,10,2014,0.840539664190151,-28.52,-52.99
"506",1159,"PROAGRO_MAIS","SUL","COLORADO",2,88.48,3603.23,4423.91,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,2,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,11,2014,1,2015,0.814489896946367,-28.52,-52.99
"507",1297,"PROAGRO_MAIS","SUL","COLORADO",4,137.96,2811.52,6898,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,1,2015,0.40758480719049,-28.52,-52.99
"508",39,"PROAGRO_MAIS","SUL","CONDOR",38,988,42504.89,49400.17,"TRIGO","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Safra de Inverno (3? Safra)",6,2014,7,2014,10,2014,11,2014,"CHUVA EXCESSIVA",8,2014,10,2014,10,2014,0.86041991353471,-28.2,-53.48
"509",264,"PROAGRO_MAIS","SUL","CONDOR",11,499.74,18117.6,24987.11,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,2,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,11,2014,1,2015,0.725077850139532,-28.2,-53.48
"510",370,"PROAGRO_MAIS","SUL","CONDOR",13.4,508.47,14313.17,25423.7,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,4,2015,"SECA?????????????????????????????????????????",12,2014,12,2014,2,2015,0.562985324716701,-28.2,-53.48
"511",602,"PROAGRO_MAIS","SUL","CONDOR",6,180,8779.23,8999.98,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",10,2014,10,2014,1,2015,4,2015,"SECA?????????????????????????????????????????",10,2014,11,2014,1,2015,0.975472167715928,-28.2,-53.48
"512",644,"PROAGRO_MAIS","SUL","CONDOR",6.5,275.4,8155.58,13769.96,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,2,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,11,2014,1,2015,0.59227332541271,-28.2,-53.48
"513",1098,"PROAGRO_MAIS","SUL","CONDOR",3.2,135.56,3954.51,6777.83,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,11,2014,1,2015,0.583447799664494,-28.2,-53.48
"514",1586,"PROAGRO_MAIS","SUL","CONDOR",4,153.48,355.43,7673.86,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,11,2014,1,2015,0.0463169773751411,-28.2,-53.48
"515",1650,"PROAGRO_MAIS","SUL","CONDOR",7,168.02,230,8400.9,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",10,2014,10,2014,1,2015,4,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.0273780190217715,-28.2,-53.48
"516",4,"PROAGRO_MAIS","SUL","CONSTANTINA",52.5,1610,71039.5,80500,"TRIGO","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Safra de Inverno (3? Safra)",5,2014,6,2014,10,2014,11,2014,"CHUVA EXCESSIVA",9,2014,10,2014,10,2014,0.882478260869565,-27.73,-52.99
"517",16,"PROAGRO_MAIS","SUL","CONSTANTINA",62.28,1803.84,52524.64,90192,"TRIGO","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Safra de Inverno (3? Safra)",6,2014,6,2014,11,2014,11,2014,"CHUVA EXCESSIVA",9,2014,10,2014,10,2014,0.582364733014015,-27.73,-52.99
"518",74,"PROAGRO_MAIS","SUL","CONSTANTINA",15,840,34832.1,41999.9,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,1,2015,2,2015,"VENTO FORTE",12,2014,12,2014,1,2015,0.829337688899259,-27.73,-52.99
"519",1657,"PROAGRO_MAIS","SUL","CONSTANTINA",2,67.96,218.5,3398,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"CHUVA EXCESSIVA",10,2014,12,2014,12,2014,0.0643025309005297,-27.73,-52.99
"520",54,"PROAGRO_MAIS","SUL","CORONEL BARROS",31.4,1078.55,38263.52,53927.5,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",10,2014,10,2014,2,2015,3,2015,"SECA?????????????????????????????????????????",12,2014,12,2014,2,2015,0.70953632191368,-28.38,-54.06
"521",367,"PROAGRO_MAIS","SUL","CORONEL BARROS",10,298.71,14555.61,14935.23,"TRIGO","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Safra de Inverno (3? Safra)",7,2014,7,2014,10,2014,11,2014,"CHUVA EXCESSIVA",9,2014,10,2014,10,2014,0.974582246138827,-28.38,-54.06
"522",384,"PROAGRO_MAIS","SUL","CORONEL BARROS",10,298.71,13567.58,14935.23,"TRIGO","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Safra de Inverno (3? Safra)",7,2014,7,2014,10,2014,11,2014,"CHUVA EXCESSIVA",9,2014,10,2014,10,2014,0.908427925113976,-28.38,-54.06
"523",435,"PROAGRO_MAIS","SUL","CORONEL BARROS",10,348.84,12201.37,17442,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",11,2014,1,2015,2,2015,4,2015,"SECA?????????????????????????????????????????",2,2015,2,2015,3,2015,0.699539617016397,-28.38,-54.06
"524",691,"PROAGRO_MAIS","SUL","CORONEL BARROS",4,155.04,7628.49,7752,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,2,2015,4,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.9840673374613,-28.38,-54.06
"525",324,"PROAGRO_MAIS","SUL","CORONEL BICACO",10,326.01,15735.6,16300.52,"TRIGO","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Safra de Inverno (3? Safra)",7,2014,7,2014,11,2014,11,2014,"CHUVA EXCESSIVA",9,2014,9,2014,11,2014,0.965343436896492,-27.71,-53.7
"526",483,"PROAGRO_MAIS","SUL","CORONEL BICACO",7,228.2,10908.42,11410.36,"TRIGO","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Safra de Inverno (3? Safra)",7,2014,7,2014,10,2014,11,2014,"CHUVA EXCESSIVA",9,2014,9,2014,11,2014,0.956010152177495,-27.71,-53.7
"527",993,"PROAGRO_MAIS","SUL","CORONEL BICACO",4,167.06,4566.49,8353.14,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,2,2015,2,2015,"CHUVA EXCESSIVA",9,2014,9,2014,10,2014,0.546679452277826,-27.71,-53.7
"528",1140,"PROAGRO_MAIS","SUL","COTIPORA",5,193.3,3760.28,9665,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,12,2014,5,2015,"GRANIZO",12,2014,12,2014,12,2014,0.389061562338334,-28.99,-51.69
"529",283,"PROAGRO_MAIS","SUL","COXILHA",12,395.07,17700.89,19753.58,"TRIGO","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Safra de Inverno (3? Safra)",7,2014,7,2014,11,2014,11,2014,"CHUVA EXCESSIVA",10,2014,10,2014,11,2014,0.896085165321931,-28.12,-52.29
"530",93,"PROAGRO_MAIS","SUL","CRISSIUMAL",20.8,651.31,30553.09,32565.58,"TRIGO","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Safra de Inverno (3? Safra)",6,2014,6,2014,10,2014,10,2014,"CHUVA EXCESSIVA",9,2014,9,2014,10,2014,0.938201929767564,-27.5,-54.1
"531",762,"PROAGRO_MAIS","SUL","CRISSIUMAL",5,221.5,6698.35,11074.92,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",11,2014,12,2014,12,2014,0.604821524670156,-27.5,-54.1
"532",908,"PROAGRO_MAIS","SUL","CRISSIUMAL",3,120,5272.88,6000,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",10,2014,11,2014,12,2014,0.878813333333333,-27.5,-54.1
"533",914,"PROAGRO_MAIS","SUL","CRISSIUMAL",3,132.9,5204.25,6644.95,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",12,2014,12,2014,5,2015,5,2015,"SECA?????????????????????????????????????????",3,2015,3,2015,4,2015,0.783188737311793,-27.5,-54.1
"534",1009,"PROAGRO_MAIS","SUL","CRISSIUMAL",3,120,4497.6,6000,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",12,2014,12,2014,4,2015,4,2015,"SECA?????????????????????????????????????????",3,2015,3,2015,3,2015,0.7496,-27.5,-54.1
"535",1143,"PROAGRO_MAIS","SUL","CRISSIUMAL",3,120,3740.2,6000,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",12,2014,12,2014,4,2015,5,2015,"SECA?????????????????????????????????????????",3,2015,3,2015,3,2015,0.623366666666667,-27.5,-54.1
"536",1384,"PROAGRO_MAIS","SUL","CRISSIUMAL",2,80,2222.22,4000,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,2,2015,"SECA?????????????????????????????????????????",11,2014,11,2014,12,2014,0.555555,-27.5,-54.1
"537",1464,"PROAGRO_MAIS","SUL","CRISSIUMAL",5,210.08,1664.89,10504.07,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",10,2014,10,2014,1,2015,0.158499514949919,-27.5,-54.1
"538",11,"PROAGRO_MAIS","SUL","CRISTAL DO SUL",45,1805,56286.05,90250,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,1,2015,1,2015,2,2015,"VENTO FORTE",1,2015,1,2015,1,2015,0.623668144044321,-27.45,-53.24
"539",793,"PROAGRO_MAIS","SUL","CRUZALTENSE",7,392,6326.91,19600,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,2,2015,5,2015,"SECA?????????????????????????????????????????",12,2014,12,2014,2,2015,0.322801530612245,-28.17,-52.03
"540",1033,"PROAGRO_MAIS","SUL","DAVID CANABARRO",4,114.84,4339.42,5741.76,"TRIGO","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Safra de Inverno (3? Safra)",7,2014,7,2014,11,2014,11,2014,"CHUVA EXCESSIVA",9,2014,10,2014,11,2014,0.755764782923703,-28.38,-51.84
"541",1609,"PROAGRO_MAIS","SUL","DAVID CANABARRO",17.5,437.16,349.49,21857.92,"TRIGO","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Safra de Inverno (3? Safra)",7,2014,7,2014,11,2014,11,2014,"CHUVA EXCESSIVA",10,2014,10,2014,11,2014,0.0159891700582672,-28.38,-51.84
"542",1690,"PROAGRO_MAIS","SUL","DAVID CANABARRO",10,287.09,125,14354.41,"TRIGO","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Safra de Inverno (3? Safra)",7,2014,7,2014,11,2014,11,2014,"CHUVA EXCESSIVA",10,2014,11,2014,11,2014,0.00870812523816723,-28.38,-51.84
"543",1689,"PROAGRO_MAIS","SUL","DERRUBADAS",4,186.43,125,9321.63,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,2,2015,2,2015,"VENTO FORTE",1,2015,1,2015,2,2015,0.0134096719136031,-27.26,-53.86
"544",1595,"PROAGRO_MAIS","SUL","DILERMANDO DE AGUIAR",4,176.9,355.14,8845.08,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,1,2015,1,2015,"CHUVA EXCESSIVA",10,2014,11,2014,1,2015,0.0401511348681979,-29.7,-54.2
"545",43,"PROAGRO_MAIS","SUL","DOIS IRMAOS DAS MISSOES",35,1010,41061.63,50500,"TRIGO","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Safra de Inverno (3? Safra)",6,2014,6,2014,7,2014,12,2014,"CHUVA EXCESSIVA",8,2014,10,2014,11,2014,0.813101584158416,-27.65,-53.53
"546",1373,"PROAGRO_MAIS","SUL","DOIS IRMAOS DAS MISSOES",2.5,126,2277.01,6300.28,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",9,2014,9,2014,1,2015,1,2015,"SECA?????????????????????????????????????????",12,2014,12,2014,1,2015,0.361414095881453,-27.65,-53.53
"547",1527,"PROAGRO_MAIS","SUL","DOM FELICIANO",7.5,208.47,1032.22,10423.02,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",12,2014,1,2015,5,2015,7,2015,"SECA?????????????????????????????????????????",2,2015,3,2015,5,2015,0.099032717964659,-30.7,-52.1
"548",467,"PROAGRO_MAIS","SUL","DONA FRANCISCA",12,299.25,11395.77,14962.69,"TRIGO","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Safra de Inverno (3? Safra)",7,2014,7,2014,12,2014,12,2014,"CHUVA EXCESSIVA",9,2014,10,2014,11,2014,0.761612383869478,-29.62,-53.35
"549",160,"PROAGRO_MAIS","SUL","DOUTOR MAURICIO CARDOSO",18,541.23,23309.1,27061.72,"TRIGO","N?O SE APLICA","DEMAIS CULTURAS","ZARC","Safra de Inverno (3? Safra)",6,2014,6,2014,10,2014,10,2014,"CHUVA EXCESSIVA",9,2014,9,2014,10,2014,0.861331060996862,-27.5,-54.36
"550",764,"PROAGRO_MAIS","SUL","DOUTOR MAURICIO CARDOSO",15,797.81,6692.5,39890.4,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,1,2015,1,2015,"VENTO FORTE",11,2014,11,2014,12,2014,0.167772195816537,-27.5,-54.36
"551",970,"PROAGRO_MAIS","SUL","DOUTOR MAURICIO CARDOSO",10,511.87,4725.12,25593.6,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",8,2014,8,2014,1,2015,1,2015,"VENTO FORTE",11,2014,11,2014,12,2014,0.184621155288822,-27.5,-54.36
"552",632,"PROAGRO_MAIS","SUL","DOUTOR RICARDO",5,273.12,8348.63,13656.03,"MILHO","VERDE","OLERICULTURA","ZARC","Irrigadas",11,2014,11,2014,3,2015,6,2015,"VENTO FORTE",2,2015,2,2015,2,2015,0.611351176000638,-29.08,-51.99
